Reaction,LowerBound,UpperBound,width,iswidthzero,arebothboundszero,isnotreversible
SDPTA,-0.1865749277,-3.80451683902476E-17,0.1865749277,0,0,1
SELCYSS,0,0,0,1,1,1
SELGTHR,0,0,0,1,1,1
SELGTHR2,0,0,0,1,1,1
SELGTHR3,0,0,0,1,1,1
SELNPS,0,0,0,1,1,1
SELR,0,0,0,1,1,1
SELtex,0,0,0,1,1,1
SELtpp,0,0,0,1,1,1
SEPHCHCS,0,9.33229502145366E-06,9.33229502145366E-06,0,0,1
SERASr,7.89603973373026E-16,1.6748881539,1.6748881539,0,0,1
SERAT,0,0.3670571474,0.3670571474,0,0,1
SERD_D,0,0.6751452043,0.6751452043,0,0,1
SERD_L,0,0.6751452043,0.6751452043,0,0,1
SERTRS,0,0,0,1,1,1
SERTRS2,0,0,0,1,1,1
SERt2rpp,-1000,0,1000,0,0,1
SERt4pp,0,1000,1000,0,0,1
SERtex,-0.4847798262,0,0.4847798262,0,0,1
SFGTHi,0,-6.8137805360799E-15,-6.8137805360799E-15,0,0,1
SGDS,0,0.0957027744,0.0957027744,0,0,1
SGSAD,0,0.0957027744,0.0957027744,0,0,1
SHCHCS3,0,9.3322950212597E-06,9.3322950212597E-06,0,0,1
SHCHD2,0,4.66614751063041E-06,4.66614751063041E-06,0,0,1
SHCHF,0,4.66614751063041E-06,4.66614751063041E-06,0,0,1
SHK3Dr,0,0.0714869876,0.0714869876,0,0,1
SHKK,0,0.0714869876,0.0714869876,0,0,1
SHSL1,0,0.0478513872,0.0478513872,0,0,1
SKMt2pp,0,0,0,1,1,1
SKMtex,0,0,0,1,1,1
SLNTtex,0,0,0,1,1,1
SLNTtpp,0,0,0,1,1,1
SO2tex,0,0,0,1,1,1
SO2tpp,0,0,0,1,1,1
SO3tex,0,0,0,1,1,1
SO4t2pp,0,0.4607264417,0.4607264417,0,0,1
SO4tex,5.55111512312578E-17,0.4607264417,0.4607264417,0,0,1
SOTA,0,0.0957027744,0.0957027744,0,0,1
SPMDAT1,0,0,0,1,1,1
SPMDAT2,0,0,0,1,1,1
SPMDabcpp,0,3.1997476669,3.1997476669,0,0,1
SPMDt3pp,0,3.1997476669,3.1997476669,0,0,1
SPMDtex,-0.0478513872,0,0.0478513872,0,0,1
SPMS,0,0.0478513872,0.0478513872,0,0,1
SPODM,0,0,0,1,1,1
SPODMpp,0,0,0,1,1,1
SSALx,0,0.2178542628,0.2178542628,0,0,1
SSALy,0,0.2178542628,0.2178542628,0,0,1
SUCASPtpp,0,0,0,1,1,1
SUCBZL,0,9.33229502153848E-06,9.33229502153848E-06,0,0,1
SUCBZS,0,9.3322950215389E-06,9.3322950215389E-06,0,0,1
SUCCt2_2pp,0,4.92724512,4.92724512,0,0,1
SUCCt2_3pp,0,3.69543384,3.69543384,0,0,1
SUCCt3pp,0,4.92724512,4.92724512,0,0,1
SUCCtex,-0.3938220354,0,0.3938220354,0,0,1
SUCDi,-5.21035935934133E-14,0.287671052,0.287671052,0,0,0
SUCFUMtpp,0,0,0,1,1,1
SUCMALtpp,0,0,0,1,1,1
SUCOAS,-0.2631900615,5.28093155652671E-09,0.2631900668,0,0,0
SUCRtex,0,0,0,1,1,1
SUCTARTtpp,0,0,0,1,1,1
SUCptspp,0,0,0,1,1,1
SULFACabcpp,-1.13686837721606E-13,0,1.13686837721606E-13,0,0,1
SULFACtex,-1.13686837721606E-13,0,1.13686837721606E-13,0,0,1
SULRi,0,0.4607264417,0.4607264417,0,0,1
SULabcpp,0,0.4330828552,0.4330828552,0,0,1
T2DECAI,0,0.3688982239,0.3688982239,0,0,1
TAGURr,0,0,0,1,1,1
TALA,-0.0033192289,0.0608569625,0.0641761914,0,0,0
TARTD,0,0,0,1,1,1
TARTRDtex,0,0,0,1,1,1
TARTRt7pp,0,0,0,1,1,1
TARTRtex,0,0,0,1,1,1
TARTt2_3pp,0,0,0,1,1,1
TAUDO,0,0,0,1,1,1
TAURabcpp,0,0,0,1,1,1
TAURtex,0,0,0,1,1,1
TCYNTtex,0,0,0,1,1,1
TDP,0,3.3497763078,3.3497763078,0,0,1
TDPADGAT,1.82896656667091E-28,0.0174478916,0.0174478916,0,0,1
TDPAGTA,1.82896656667091E-28,0.0174478916,0.0174478916,0,0,1
TDPDRE,0,0.00485,0.00485,0,0,1
TDPDRR,0,0.00485,0.00485,0,0,1
TDPGDH,0,0.0218098645,0.0218098645,0,0,1
TDSK,6.31088724176809E-30,0.0097,0.0097,0,0,1
TDSR1,0,0,0,1,1,1
TDSR2,0,0,0,1,1,1
TGBPA,0,0,0,1,1,1
THD2pp,0,7.39086768,7.39086768,0,0,1
THDPS,0,0.186574928,0.186574928,0,0,1
THFAT,0,1000,1000,0,0,1
THIORDXi,0,1.2401542607,1.2401542607,0,0,1
THMDt2pp,0,1000,1000,0,0,1
THMDt2rpp,-1000,0,1000,0,0,1
THMDtex,-0.0608574333,0,0.0608574333,0,0,1
THMabcpp,0,-4.37113773944197E-16,-4.37113773944197E-16,0,0,1
THMtex,0,-4.37113773944197E-16,-4.37113773944197E-16,0,0,1
THRA2i,0,8.6004969793,8.6004969793,0,0,1
THRAi,0,0.7209691671,0.7209691671,0,0,1
THRD,0,0.7209691671,0.7209691671,0,0,1
THRD_L,0,0.3523430375,0.3523430375,0,0,1
THRPtex,0,0,0,1,1,1
THRS,0,0.7209691671,0.7209691671,0,0,1
THRTRS,0,0,0,1,1,1
THRabcpp,0,3.3497763078,3.3497763078,0,0,1
THRt2pp,0,7.39086768,7.39086768,0,0,1
THRt2rpp,-1000,7.39086768,1007.39086768,0,0,0
THRt4pp,0,1000,1000,0,0,1
THRtex,-0.3028972437,0,0.3028972437,0,0,1
THYMt3pp,0,0.2626276688,0.2626276688,0,0,1
THYMtex,-0.2626276679,-9.65417717520313E-17,0.2626276679,0,0,1
THZPSN3,0,4.66614751073838E-06,4.66614751073838E-06,0,0,1
TKT1,-4.70838362465641E-07,0.0608569625,0.0608574333,0,0,0
TKT2,-0.0106300251,0.0608569625,0.0714869876,0,0,0
TMAOR1,0,0,0,1,1,1
TMAOR1pp,0,0,0,1,1,1
TMAOR2,0,0,0,1,1,1
TMAOR2pp,0,0,0,1,1,1
TMAOtex,0,0,0,1,1,1
TMAtex,0,0,0,1,1,1
TMDK1,0,3.3497763078,3.3497763078,0,0,1
TMDPP,-6.78728019777976E-10,0.2626276688,0.2626276695,0,0,0
TMDS,1.89071375515328E-09,0.2626276688,0.2626276669,0,0,1
TMK,0,0,0,1,1,1
TMPK,-7.28326113897062E-14,3.3497763078,3.3497763078,0,0,0
TMPPP,1.26249837168008E-13,4.66614751057018E-06,4.66614738432034E-06,0,0,1
TPI,-3.00198259299593E-22,0.229487835,0.229487835,0,0,0
TPRDCOAS,0,0,0,1,1,1
TRDR,0,1.2540379222,1.2540379222,0,0,1
TRE6PH,0,3.3497763078,3.3497763078,0,0,1
TRE6PP,0,1.6748881539,1.6748881539,0,0,1
TRE6PS,0,3.3497763078,3.3497763078,0,0,1
TREH,0,1.6748881539,1.6748881539,0,0,1
TREHpp,0,0,0,1,1,1
TREptspp,0,0,0,1,1,1
TREtex,0,0,0,1,1,1
TRPAS2,-0.0357434938,0.6751452043,0.7108886981,0,0,0
TRPS1,0,0.0357434938,0.0357434938,0,0,1
TRPS2,0,0.6751452043,0.6751452043,0,0,1
TRPS3,0,0.0357434938,0.0357434938,0,0,1
TRPTRS,0,0,0,1,1,1
TRPt2rpp,-0.0357434938,0,0.0357434938,0,0,1
TRPtex,-0.0357434938,0,0.0357434938,0,0,1
TRSARr,-1000,0.2406043042,1000.2406043042,0,0,0
TSULabcpp,0,0,0,1,1,1
TSULtex,0,0,0,1,1,1
TTDCAtexi,0,0,0,1,1,1
TTDCEAtexi,0,0,0,1,1,1
TTRCYCtex,0,14.78173536,14.78173536,0,0,1
TTRCYCtpp,0,14.78173536,14.78173536,0,0,1
TUNGSabcpp,0,0,0,1,1,1
TUNGStex,0,0,0,1,1,1
TYMtex,0,0,0,1,1,1
TYRL,0,4.66614751081734E-06,4.66614751081734E-06,0,0,1
TYROXDApp,0,0,0,1,1,1
TYRPpp,0,0,0,1,1,1
TYRPtex,0,0,0,1,1,1
TYRTA,-0.0714869876,0,0.0714869876,0,0,1
TYRTRS,0,0,0,1,1,1
TYRt2rpp,-0.0714869876,0,0.0714869876,0,0,1
TYRtex,-0.0714869876,0,0.0714869876,0,0,1
ThDPAT,0,0,0,1,1,1
U23GAAT,0,0.0194,0.0194,0,0,1
UAAGDS,0,0.1046291986,0.1046291986,0,0,1
UACGALPpp,0,0,0,1,1,1
UACGAMPpp,0,0,0,1,1,1
UACGAMtex,0,0,0,1,1,1
UACMAMO,-2.35279679693102E-29,0.0174478916,0.0174478916,0,0,0
UAG2E,-2.35279679693102E-29,0.0174478916,0.0174478916,0,0,0
UAGAAT,-3.15544362088405E-30,0.0194,0.0194,0,0,0
UAGCVT,2.31727890908713E-30,0.1071147496,0.1071147496,0,0,1
UAGDP,0,0.2142294991,0.2142294991,0,0,1
UAGPT3,2.31727890908713E-30,0.1071147496,0.1071147496,0,0,1
UAMAGS,0,0.1046291986,0.1046291986,0,0,1
UAMAS,0,0.1046291986,0.1046291986,0,0,1
UAPGR,1.95637504494846E-28,0.1071147496,0.1071147496,0,0,1
UDCPDP,1.95637504494846E-28,0.1071147496,0.1071147496,0,0,1
UDCPDPS,0,1.15084355647305E-06,1.15084355647305E-06,0,0,1
UDCPDPpp,0,0.0174478916,0.0174478916,0,0,1
UDCPPtppi,0,0.0174478916,0.0174478916,0,0,1
UDPACGALtex,0,0,0,1,1,1
UDPG4E,0,0,0,1,1,1
UDPGALM,0,0,0,1,1,1
UDPGALPpp,0,0,0,1,1,1
UDPGALtex,0,0,0,1,1,1
UDPGD,0,0.00485,0.00485,0,0,1
UDPGDC,0,0.00485,0.00485,0,0,1
UDPGLCURtex,0,0,0,1,1,1
UDPGPpp,0,0,0,1,1,1
UDPGtex,0,0,0,1,1,1
UDPKAAT,0,0.00485,0.00485,0,0,1
UGLCURPpp,0,0,0,1,1,1
UGLT,0,0,0,1,1,1
UGLYCH,0,0.3342441244,0.3342441244,0,0,1
UGMDDS,0,0.1071147496,0.1071147496,0,0,1
UHGADA,0,0.0194,0.0194,0,0,1
ULA4NFT,0,0.00485,0.00485,0,0,1
ULA4Ntppi,0,0.00485,0.00485,0,0,1
UM3PL,0,0.1071147496,0.1071147496,0,0,1
UM4PCP,0,0.1068051694,0.1068051694,0,0,1
UM4PL,0,0.1068051694,0.1068051694,0,0,1
UMPK,0,3.3497763078,3.3497763078,0,0,1
UMPtex,0,0,0,1,1,1
UPLA4FNF,0,0.00485,0.00485,0,0,1
UPLA4FNT,0,0.00485,0.00485,0,0,1
UPP3MT,0,4.66614751042982E-06,4.66614751042982E-06,0,0,1
UPP3S,0,0.0272317829,0.0272317829,0,0,1
UPPDC1,-5.89771273613919E-17,0.0272317829,0.0272317829,0,0,0
UPPRT,0,3.3497763078,3.3497763078,0,0,1
URACPAH,0,0.2951618703,0.2951618703,0,0,1
URAt2pp,0,1000,1000,0,0,1
URAt2rpp,-1000,0,1000,0,0,1
URAtex,-0.4182179432,0,0.4182179432,0,0,1
URDGLYCD,0,0.3274559075,0.3274559075,0,0,1
UREAtex,-0.0957027744,4.8467614016779E-27,0.0957027744,0,0,0
UREAtpp,-0.0957027744,4.8467614016779E-27,0.0957027744,0,0,0
URIC,0,0.343546031,0.343546031,0,0,1
URIH,0,3.3497763078,3.3497763078,0,0,1
URIK2,0,3.3497763078,3.3497763078,0,0,1
URIt2pp,0,1000,1000,0,0,1
URIt2rpp,-1000,0,1000,0,0,1
URItex,-0.0608574333,0,0.0608574333,0,0,1
USHD,0,0.0097,0.0097,0,0,1
VALTA,-1000,1000,2000,0,0,0
VALTRS,0,0,0,1,1,1
VALabcpp,0,3.3497763078,3.3497763078,0,0,1
VALt2rpp,-3.4717441776,0,3.4717441776,0,0,1
VALtex,-0.23,0,0.23,0,0,1
VPAMTr,-1000,1000,2000,0,0,0
WCOS,0,0,0,1,1,1
X5PL3E,0,0,0,1,1,1
XAND,0,0.343546031,0.343546031,0,0,1
XANt2pp,0,14.78173536,14.78173536,0,0,1
XANtex,-0.2674221289,0,0.2674221289,0,0,1
XANtpp,-14.78173534,0,14.78173534,0,0,1
XMPtex,-1.13686837721616E-13,0,1.13686837721616E-13,0,0,1
XPPT,0,3.3497763078,3.3497763078,0,0,1
XTSNH,0,3.3497763078,3.3497763078,0,0,1
XTSNt2rpp,-0.0608574333,0,0.0608574333,0,0,1
XTSNtex,-0.0608574333,0,0.0608574333,0,0,1
XYLI1,0,0,0,1,1,1
XYLI2,-0.3477563707,0.3381622459,0.6859186166,0,0,0
XYLK,0,0,0,1,1,1
XYLK2,0,0,0,1,1,1
XYLUt2pp,0,0,0,1,1,1
XYLUtex,0,0,0,1,1,1
XYLabcpp,0,0,0,1,1,1
XYLt2pp,0,0,0,1,1,1
XYLtex,0,0,0,1,1,1
ZN2abcpp,0,3.3497763078,3.3497763078,0,0,1
ZN2t3pp,0,14.78173536,14.78173536,0,0,1
ZN2tpp,0,14.78173536,14.78173536,0,0,1
ZNabcpp,0,3.1997476669,3.1997476669,0,0,1
Zn2tex,0,0.000006858,0.000006858,0,0,1
CIMA,0,0.2921942337,0.2921942337,0,0,1
CitraSink,0,0.2921942337,0.2921942337,0,0,1
